Target,Message
0,tri weekend v
1,repli win weekli profession sport tiger wood play send stop end servic
0,come slave go shell unconsci avoid make unhappi
0,mean websit ye
0,thank way lost
0,hey leav friday wait ask superior tell
0,ìï wan come come lor din c stripe skirt
0,come mahal bu stop lt decim gt
0,peopl mu tabl lambda
1,ree entri weekli comp chanc win ipod txt pod get entri std txt rate c appli detail
0,ask anthoni dad bf
1,save money wed lingeri choos superb select nation deliveri brought weddingfriend
0,k go sleep well take rest
0,ok sweet dream
0,ill lt gt ok
0,watch movi alreadi xy want shop shop w
0,noth spl wat abt u whr ru
0,audri lousi autocorrect
0,sure yet still tri get hold
0,oh mr sheffield wan na play game okay boss nanni give rais give one
1,urgent mobil bonu caller prize attempt reach call asap
0,ride equal unev mani peski cyclist around time night
0,outsid offic take
0,da good good unsold
1,privat account statement show point call identifi code expir
0,hard true much show amp express love someon much hurt leav get seper even
0,ok let noe later n ask call u tmr
0,ye see ya dot
0,aiyar dun disturb u liao thk u lot aft ur cupboard come
0,sent lanr fakey eckankar detail mail box
0,hi ask waheeda fathima leav
0,lem know swing pick free basic time semest
0,oh outsid player allow play know
1,get rington logo game question info
0,merri christma babe love ya kiss
0,good morn dear shijutta great amp success day
0,yeah sure leav min
0,oh ask fun haha take care
0,wait yesterday
0,understand loss gain work school
0,lol would mom would fit tell whole famili crazi terribl
0,part understand
0,sorri join leagu peopl dont keep touch mean great deal friend time even great person cost great
0,inde way either
0,horribl u eat mac eat u forgot abt alreadi rite u take long repli thk toot b prepar wat shall eat
0,ok day make dinner tonit invit
0,kate
1,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr sp tyron
0,time come
1,decemb mobil entitl updat latest colour camera mobil free call mobil updat vco free
0,noth get msg di name wit differ
0,dear case u r come cochin pl call bfore u shall also reach tell day u r engag an holiday
0,shower babi
0,wot u wan na missi
0,senthil group compani apnt
0,time think need know near campu
0,msg r time silent say think u right also make u think least moment gd drm shesil
0,yo dude guess got arrest day
0,everybodi fun even miss
1,someon u know ask date servic contact cant guess call reveal pobox
0,seek ladi street freak sheet
0,think lift one
1,bin award play instant cash call claim everi player win min optout
0,right wasnt phone someon number like
0,realli good see day dudett miss
0,go take bath ill place key window
0,well glad find total disagre lol
0,find sent offlin messag know anjola
0,must come later normal bath da afternoon mah
0,probabl coupl hour top
0,yun wkg btw go nu sc ìï wana specialis wad
0,call check life begin qatar pl pray hard
0,boy wherear friendsar thekingshead come canlov
0,got mail panren paru
0,sorri got thing may pub later
0,two letter copi co one messag speak soon
1,chase us sinc sept definit pay thank inform ignor kath manchest
0,kalli readi bat inning
0,hungri buy smth home
0,gon na blake night might abl get littl earli
0,wondar full flim
0,shuhui say chang suntec steamboat u noe r u
0,aight hit get cash
0,pleas tell special stock talk
0,put sign choos number pin show right
0,good weekend
0,pl send correct name da
0,sent email address incomm right
1,price claim call
0,look fri pan case cheap book perhap silli fri pan like book
0,need coffe run tomo ca believ time week alreadi
0,sir need axi bank account bank address
0,number u live
0,dude fake frnd got money tht reffer u u member wit mail link u vl credit lt gt rs il geti lt gt rs draw acc wen lt gt rs
0,who class
0,lor
0,r go lt gt bu
0,meant apolog text get drug lt gt night
0,whatsup dont u want sleep
0,nokia phone lovli
0,co shop wif darren ju n call ask wat present wan lor start guess wif n final guess darren lor
0,scienc tell chocol melt sunlight pleas walk sunlight bcoz want loss sweet friend
0,happen yo date
0,izzit still rain
0,norm tomorrow finish co st test need sort librari stuff point tomo got letter today access til end march better get move
0,would still cozi exhaust last went school work everyth close
0,waqt se pehl naseeb se zyada kisi ko kuch nahi milta zindgi wo nahi jo hum socht hai zindgi wo hai jo ham jeetey hai
0,time tell friend around
0,pleas dont say like hi hi hi
0,dont open
0,love excit day spend make happi
0,bring home wendi
0,lul im gettin juici gossip hospit two nurs talk fat gettin one think she obes oyea
0,better bb wont use wife doctor
0,wonder okor great month cherish guy wish well day mojibiola
0,castor need see someth
0,also bring galileo dobbi
0,call see facebook huh
0,lov line truth
0,mag meet avo point
0,text drop x
0,ha would say read anyth way u seem like judgement save friday pub
0,dad say hurri hell
0,dear good morn
1,lastest stereophon marley dizze racal libertin stroke win nookii game flirt click themob wap bookmark text wap
0,charg mobil get morn
0,ok problem yup go sch rem correctli
0,join today keep talk later
0,dont shall buy one dear
0,e best ur drive tmr
0,becoz lt gt jan whn al post ofic holiday cn go fr post ofic got duffer
1,ur balanc ur next question sang girl answer txt ur answer good luck
1,mobi pub high street prize u know new duchess cornwal txt first name stop sp arrow
0,twenti past five said train durham alreadi coz reserv seat
0,mum ask buy food home
0,ok lor ned go toa payoh return smth u wan send wat
0,great trip india bring light everyon project everyon lucki see smile bye abiola
0,rush work school rush go hungri
1,wow boy r back take uk tour win vip ticket vip club txt club trackmarqu ltd info
0,dunno let go learn pilat
0,g class earli tomorrow thu tri smoke lt gt
0,film ill call later
0,ìï come lt n pass lar
0,gud dear slp well take care swt dream muah
0,haf u eaten wat time u wan come
0,shhhhh nobodi suppos know
0,ard like dat
0,hang brother famili
0,long beach lor expect u dinner
0,come lt gt min
0,edrunk sorri iff pthi make dancc drum n basq ihav fun x ro
0,buy pizza meat lover suprem u get pick
0,pure heart person wonder smile make even enemi feel guilti enemi catch world smile goodmorn amp smiley sunday
0,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg
0,bad girl still rememb
1,mobil updat free orang latest colour camera mobil unlimit weekend call call mobil freefon
1,uniqu enough find august
0,oh dang mean send lol
0,enjoy shower possess pour u ur love one bcoz world lie golden gift love truli
0,ye last practic
0,sent wife text buy tell relax go get wkend
1,check choos babe video fgkslpopw fgkslpo
0,meet da call
0,yar quit clever aft mani guess lor got ask bring thk darren will go aiya thk leona still attach wat
0,ok u tell wat time u come later lor
0,thank lot wish birthday thank make birthday truli memor
0,pic pleas
0,smile right go world wonder smile think crazi keep away grin
0,hmph go head big baller
0,lt gt guess easi enough
0,finish meet call
0,spoon okay
0,sorri miss call pleas call back
0,good time nice someth bit differ weekend chang see ya soon
0,ya referin mei ex wat ah waitin u treat somebodi shld b rich liao gd den u dun work frm tmr onward
0,yeah get random dude need chang info sheet parti lt gt never studi safe
0,got look scrumptiou daddi want eat night long
0,thank princess want see nice juici booti
0,lor ya go dinner togeth
0,yetund sorri moji seem busi abl go shop pleas find way get want us get pleas forgiv repli free via yahoo messeng
0,come room point iron plan weekend
0,r go send
0,ca feel nauseou piss eat sweet week caus today plan pig diet week hungri
0,oh love soooo good hear omg miss much today sorri problem provid thank tming
0,huh late fr dinner
0,got smaller capac one quit ex
1,date servic ask contact u someon shi call reveal
0,look addi goe back monday suck
0,boo way mom make tortilla soup yummmm
0,could kiss feel next
1,guarante cash prize claim yr prize call custom servic repres
0,nowaday peopl notixiqu laxinorf opportun bambl entrop ever oblising opt ur book masteriast amplikat fidalf champlaxig think atroci wotz ur opinion junna
0,great church holla get
0,told go got drunk
0,lol gon na last month cash left lt gt case collect week caus announc blog
0,didnt search onlin let know
0,lol know awesom phone could click delet right want
0,ok vl u know got adsens approv
0,ye last week take live call
0,bring got
0,k come class
0,need person give na
0,yeah whatev lol
0,r u say order slipper co pay return
0,fact clean show know upset prioriti constantli want
1,bore speed date tri speedchat txt speedchat like em txt swap get new chatter rcd
0,call hope malaria know miss guy miss bani big pl give love especi great day
0,wait lt gt min
0,free
0,guess could good excus lol
0,pleas come imin urgoin
0,pop ask bout someth said around tonght wen girl come
0,oop phone die even know yeah like better
0,let know detail fri u find co tom mention chines thank
0,wish beauti day moment reveal even thing keep smile enjoy
0,good regist vote
0,challeng know
0,see finish load loan pay
1,sm servic inclus text credit pl goto unsubscrib stop extra charg po
0,oh haha den shld went today gee nvm la kaiez dun mind goin jazz oso scare hiphop open cant catch
0,ill call even ill idea
0,cool tyler take gon na buy drop place later tonight total order quarter got enough
1,guarante award even cashto claim ur award call free stop getstop php
0,creep
0,come round
0,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh
0,great role model give much realli wish day miracl god reason everyth must say wish knew dont look sinc young still great day
0,meant say cant wait see u get bore bridgwat banter
0,u noe send file comput
0,hmmm mani player select
0,alright make sure car back tonight
0,unless situat go gurl would appropri
0,u know stubborn even want go hospit kept tell mark weak sucker hospit weak sucker
1,new mobil must go txt nokia collect today
0,ok chikku favourit song
0,shoot doc wait room
0,badrith chennai sure pick us competit
0,current food alon also
0,u reach orchard alreadi u wan go buy ticket first
0,sir receiv account anoth time sorri delay
0,doubt could handl time per night case
0,like new mobil
0,freez crave ice fml
0,oic saw tot din c found group liao
1,privat account statement
0,aight see bit
0,geniu brother pl send number skype
0,ye fine love safe
0,
0,murder coz man murder lt gt th januari public holiday close includ post offic
1,account show unredeem point claim call identifi code xxxxx expir
1,kick new season free goal news ur mobil txt ur club name eg villa
0,great never better day give even reason thank god
1,uniqu user id remov send stop custom servic
0,bar b q store life twat orang dungere came ask want deck got first punch
